"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-04-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",60.55,"provisorisch"
"2023-04-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.31,"provisorisch"
"2023-04-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.18,"provisorisch"
"2023-04-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.5,"provisorisch"
"2023-04-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",54.03,"provisorisch"
"2023-04-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.19,"provisorisch"
"2023-04-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",110.23,"provisorisch"
"2023-04-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.88,"provisorisch"
"2023-04-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.46,"provisorisch"
"2023-04-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",37.83,"provisorisch"
"2023-04-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.72,"provisorisch"
"2023-04-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.62,"provisorisch"
"2023-04-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.42,"provisorisch"
"2023-04-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",18.43,"provisorisch"
"2023-04-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",970.34,"provisorisch"
"2023-04-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.93,"provisorisch"
"2023-04-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.16,"provisorisch"
"2023-04-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.27,"provisorisch"
"2023-04-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",259.27,"provisorisch"
"2023-04-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.27,"provisorisch"
"2023-04-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.16,"provisorisch"
"2023-04-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.83,"provisorisch"
"2023-04-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.99,"provisorisch"
"2023-04-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.76,"provisorisch"
"2023-04-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",971.47,"provisorisch"
"2023-04-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.16,"provisorisch"
"2023-04-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.62,"provisorisch"
"2023-04-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",2.67,"provisorisch"
"2023-04-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.26,"provisorisch"
"2023-04-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",225.12,"provisorisch"
"2023-04-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",17.24,"provisorisch"
"2023-04-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.86,"provisorisch"
"2023-04-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",1.12,"provisorisch"
"2023-04-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.77,"provisorisch"
"2023-04-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",17.59,"provisorisch"
"2023-04-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",11.26,"provisorisch"
"2023-04-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",1.67,"provisorisch"
"2023-04-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.4,"provisorisch"
"2023-04-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",17.14,"provisorisch"
"2023-04-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.4,"provisorisch"
"2023-04-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",480.62,"provisorisch"
"2023-04-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.03,"provisorisch"
"2023-04-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",86.22,"provisorisch"
"2023-04-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.13,"provisorisch"
"2023-04-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.31,"provisorisch"
"2023-04-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",329.58,"provisorisch"
"2023-04-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.56,"provisorisch"
"2023-04-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",15.53,"provisorisch"
"2023-04-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",11.15,"provisorisch"
"2023-04-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",342.98,"provisorisch"
"2023-04-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.12,"provisorisch"
"2023-04-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.62,"provisorisch"
"2023-04-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.32,"provisorisch"
"2023-04-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",511.32,"provisorisch"
"2023-04-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.83,"provisorisch"
"2023-04-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",105.98,"provisorisch"
"2023-04-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.3,"provisorisch"
"2023-04-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.11,"provisorisch"
"2023-04-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",289.15,"provisorisch"
"2023-04-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.36,"provisorisch"
"2023-04-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.82,"provisorisch"
"2023-04-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.95,"provisorisch"
"2023-04-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",395,"provisorisch"
"2023-04-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",956.96,"provisorisch"
"2023-04-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.38,"provisorisch"
"2023-04-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.19,"provisorisch"
"2023-04-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",248.6,"provisorisch"
"2023-04-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",958.21,"provisorisch"
"2023-04-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",134.26,"provisorisch"
"2023-04-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.79,"provisorisch"
"2023-04-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.12,"provisorisch"
"2023-04-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",155.65,"provisorisch"
"2023-04-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.72,"provisorisch"
"2023-04-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",10.63,"provisorisch"
"2023-04-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.74,"provisorisch"
"2023-04-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",191.47,"provisorisch"
"2023-04-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",958.28,"provisorisch"
"2023-04-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.8,"provisorisch"
"2023-04-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.64,"provisorisch"
"2023-04-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",958.25,"provisorisch"
"2023-04-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",262.16,"provisorisch"
"2023-04-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.75,"provisorisch"
"2023-04-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.27,"provisorisch"
"2023-04-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.79,"provisorisch"
"2023-04-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.22,"provisorisch"
"2023-04-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.28,"provisorisch"
"2023-04-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",958.32,"provisorisch"
"2023-04-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.86,"provisorisch"
"2023-04-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.4,"provisorisch"
"2023-04-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",186.18,"provisorisch"
"2023-04-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.58,"provisorisch"
"2023-04-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",100.07,"provisorisch"
"2023-04-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.22,"provisorisch"
"2023-04-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.18,"provisorisch"
"2023-04-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",175.12,"provisorisch"
"2023-04-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.16,"provisorisch"
"2023-04-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",10.24,"provisorisch"
"2023-04-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.26,"provisorisch"
"2023-04-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",155.22,"provisorisch"
"2023-04-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.79,"provisorisch"
"2023-04-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.49,"provisorisch"
"2023-04-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.52,"provisorisch"
"2023-04-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1301.05,"provisorisch"
"2023-04-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.65,"provisorisch"
"2023-04-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",47.29,"provisorisch"
"2023-04-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.43,"provisorisch"
"2023-04-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.01,"provisorisch"
"2023-04-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",1135.52,"provisorisch"
"2023-04-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.2,"provisorisch"
"2023-04-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.14,"provisorisch"
"2023-04-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.14,"provisorisch"
"2023-04-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",1193.87,"provisorisch"
"2023-04-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.86,"provisorisch"
"2023-04-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.09,"provisorisch"
"2023-04-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.22,"provisorisch"
"2023-04-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",469.05,"provisorisch"
"2023-04-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.57,"provisorisch"
"2023-04-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",196.01,"provisorisch"
"2023-04-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.3,"provisorisch"
"2023-04-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.99,"provisorisch"
"2023-04-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",405.37,"provisorisch"
"2023-04-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.11,"provisorisch"
"2023-04-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.58,"provisorisch"
"2023-04-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.91,"provisorisch"
"2023-04-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",410.83,"provisorisch"
"2023-04-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.75,"provisorisch"
"2023-04-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.26,"provisorisch"
"2023-04-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.48,"provisorisch"
"2023-04-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.34,"provisorisch"
"2023-04-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",176.75,"provisorisch"
"2023-04-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.58,"provisorisch"
"2023-04-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.6,"provisorisch"
"2023-04-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.99,"provisorisch"
"2023-04-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",15.84,"provisorisch"
"2023-04-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",11.29,"provisorisch"
"2023-04-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.57,"provisorisch"
"2023-04-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.64,"provisorisch"
"2023-04-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.26,"provisorisch"
"2023-04-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",105.63,"provisorisch"
"2023-04-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.22,"provisorisch"
"2023-04-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",70.84,"provisorisch"
"2023-04-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.75,"provisorisch"
"2023-04-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.28,"provisorisch"
"2023-04-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",62.05,"provisorisch"
"2023-04-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.8,"provisorisch"
"2023-04-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.1,"provisorisch"
"2023-04-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.07,"provisorisch"
"2023-04-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",104.83,"provisorisch"
"2023-04-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.3,"provisorisch"
"2023-04-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.74,"provisorisch"
"2023-04-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.47,"provisorisch"
"2023-04-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",496.65,"provisorisch"
"2023-04-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.72,"provisorisch"
"2023-04-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",40.43,"provisorisch"
"2023-04-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.4,"provisorisch"
"2023-04-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.98,"provisorisch"
"2023-04-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",370.24,"provisorisch"
"2023-04-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.36,"provisorisch"
"2023-04-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.93,"provisorisch"
"2023-04-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.91,"provisorisch"
"2023-04-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",331.56,"provisorisch"
"2023-04-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.07,"provisorisch"
"2023-04-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.91,"provisorisch"
"2023-04-21T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.89,"provisorisch"
"2023-04-21T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-21T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.99,"provisorisch"
"2023-04-21T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",156.92,"provisorisch"
"2023-04-21T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.03,"provisorisch"
"2023-04-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.95,"provisorisch"
"2023-04-21T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-04-21T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.63,"provisorisch"
"2023-04-21T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.66,"provisorisch"
"2023-04-21T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.57,"provisorisch"
"2023-04-21T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.3,"provisorisch"
"2023-04-21T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.26,"provisorisch"
"2023-04-21T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13,"provisorisch"
"2023-04-22T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.16,"provisorisch"
"2023-04-22T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",15.48,"provisorisch"
"2023-04-22T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.88,"provisorisch"
"2023-04-22T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",185.64,"provisorisch"
"2023-04-22T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",19.31,"provisorisch"
"2023-04-22T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",13.26,"provisorisch"
"2023-04-22T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",33.45,"provisorisch"
"2023-04-22T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.42,"provisorisch"
"2023-04-22T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",20.16,"provisorisch"
"2023-04-22T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",12.64,"provisorisch"
"2023-04-22T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",14.28,"provisorisch"
"2023-04-22T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.07,"provisorisch"
"2023-04-22T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",19,"provisorisch"
"2023-04-23T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.73,"provisorisch"
"2023-04-23T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",390.93,"provisorisch"
"2023-04-23T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.7,"provisorisch"
"2023-04-23T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",184.01,"provisorisch"
"2023-04-23T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",18.14,"provisorisch"
"2023-04-23T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",13.7,"provisorisch"
"2023-04-23T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",248.71,"provisorisch"
"2023-04-23T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.16,"provisorisch"
"2023-04-23T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",18.35,"provisorisch"
"2023-04-23T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",13.39,"provisorisch"
"2023-04-23T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",301.33,"provisorisch"
"2023-04-23T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.78,"provisorisch"
"2023-04-23T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",17.99,"provisorisch"
"2023-04-24T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.25,"provisorisch"
"2023-04-24T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",181.78,"provisorisch"
"2023-04-24T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.82,"provisorisch"
"2023-04-24T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",177.82,"provisorisch"
"2023-04-24T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.54,"provisorisch"
"2023-04-24T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.25,"provisorisch"
"2023-04-24T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",140.74,"provisorisch"
"2023-04-24T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.34,"provisorisch"
"2023-04-24T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.57,"provisorisch"
"2023-04-24T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",11.01,"provisorisch"
"2023-04-24T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",143.76,"provisorisch"
"2023-04-24T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.94,"provisorisch"
"2023-04-24T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.46,"provisorisch"
"2023-04-25T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.32,"provisorisch"
"2023-04-25T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",170.83,"provisorisch"
"2023-04-25T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.82,"provisorisch"
"2023-04-25T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",145.93,"provisorisch"
"2023-04-25T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.93,"provisorisch"
"2023-04-25T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.32,"provisorisch"
"2023-04-25T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",109.85,"provisorisch"
"2023-04-25T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.37,"provisorisch"
"2023-04-25T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.81,"provisorisch"
"2023-04-25T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.1,"provisorisch"
"2023-04-25T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",165.49,"provisorisch"
"2023-04-25T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.98,"provisorisch"
"2023-04-25T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.19,"provisorisch"
"2023-04-26T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.92,"provisorisch"
"2023-04-26T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",8.08,"provisorisch"
"2023-04-26T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.89,"provisorisch"
"2023-04-26T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",213.21,"provisorisch"
"2023-04-26T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.69,"provisorisch"
"2023-04-26T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.75,"provisorisch"
"2023-04-26T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",7.82,"provisorisch"
"2023-04-26T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.43,"provisorisch"
"2023-04-26T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.87,"provisorisch"
"2023-04-26T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.44,"provisorisch"
"2023-04-26T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.88,"provisorisch"
"2023-04-26T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.06,"provisorisch"
"2023-04-26T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.51,"provisorisch"
"2023-04-27T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",14.41,"provisorisch"
"2023-04-27T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",116.03,"provisorisch"
"2023-04-27T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.42,"provisorisch"
"2023-04-27T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",226.65,"provisorisch"
"2023-04-27T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",18.73,"provisorisch"
"2023-04-27T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",14.36,"provisorisch"
"2023-04-27T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",63.32,"provisorisch"
"2023-04-27T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.99,"provisorisch"
"2023-04-27T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",18.97,"provisorisch"
"2023-04-27T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",14.07,"provisorisch"
"2023-04-27T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",72.95,"provisorisch"
"2023-04-27T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.53,"provisorisch"
"2023-04-27T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",19.18,"provisorisch"
"2023-04-28T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.59,"provisorisch"
"2023-04-28T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",776.61,"provisorisch"
"2023-04-28T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.03,"provisorisch"
"2023-04-28T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",61.01,"provisorisch"
